,country,year,life_expectancy
10322,Qatar,1813,30.8
10323,Reunion,1813,33.0
10324,Romania,1813,35.7
10325,Russia,1813,29.57
10326,Rwanda,1813,31.8
10327,Samoa,1813,25.4
10329,Sao Tome and Principe,1813,31.0
10330,Saudi Arabia,1813,32.1
10331,Senegal,1813,25.2
10332,Serbia,1813,35.5
10335,Seychelles,1813,37.0
10336,Sierra Leone,1813,25.1
10337,Singapore,1813,29.1
10338,Slovak Republic,1813,36.4
10339,Slovenia,1813,36.6
10340,Solomon Islands,1813,25.1
10341,Somalia,1813,29.4
10343,South Africa,1813,33.5
10344,South Korea,1813,25.8
10346,South Sudan,1813,26.67
10348,Spain,1813,29.5
10349,Sri Lanka,1813,32.6
10354,St. Lucia,1813,28.01
10356,St. Vincent and the Grenadines,1813,25.99
10357,Sudan,1813,31.4
10358,Suriname,1813,32.9
10360,Swaziland,1813,32.3
10361,Sweden,1813,36.49
10362,Switzerland,1813,38.0
10363,Syria,1813,31.1
10364,Taiwan,1813,28.3
10365,Tajikistan,1813,24.24
10366,Tanzania,1813,32.2
10367,Thailand,1813,30.4
10368,Timor-Leste,1813,28.95
10369,Togo,1813,31.3
10371,Tonga,1813,28.2
10373,Trinidad and Tobago,1813,32.9
10374,Tunisia,1813,28.8
10375,Turkey,1813,35.0
10376,Turkmenistan,1813,24.0
10379,Uganda,1813,25.3
10380,Ukraine,1813,36.6
10381,United Arab Emirates,1813,30.7
10382,United Kingdom,1813,43.04
10384,United States,1813,39.41
10385,Uruguay,1813,32.9
10387,Uzbekistan,1813,26.93
10388,Vanuatu,1813,24.3
10389,Venezuela,1813,32.2
10390,Vietnam,1813,32.0
10391,Virgin Islands (U.S.),1813,33.4
10393,West Bank and Gaza,1813,32.1
10395,Western Sahara,1813,34.75
10396,Yemen,1813,23.39
10398,Zambia,1813,32.6
10399,Zimbabwe,1813,33.7
10921,Afghanistan,1814,28.07
10924,Albania,1814,35.4
10925,Algeria,1814,28.82
10928,Angola,1814,26.98
10930,Antigua and Barbuda,1814,33.54
10931,Argentina,1814,33.2
10932,Armenia,1814,34.0
10933,Aruba,1814,34.42
10934,Australia,1814,34.05
10935,Austria,1814,34.4
10936,Azerbaijan,1814,29.17
10937,Bahamas,1814,35.18
10938,Bahrain,1814,30.3
10939,Bangladesh,1814,25.5
10940,Barbados,1814,32.12
10941,Belarus,1814,36.2
10942,Belgium,1814,40.11
10943,Belize,1814,26.5
10944,Benin,1814,31.0
10946,Bhutan,1814,28.8
10947,Bolivia,1814,33.0
10948,Bosnia and Herzegovina,1814,35.1
10949,Botswana,1814,33.6
10950,Brazil,1814,32.0
10952,Brunei,1814,29.2
10953,Bulgaria,1814,36.42
10954,Burkina Faso,1814,29.2
10955,Burundi,1814,31.5
10956,Cambodia,1814,35.0
10957,Cameroon,1814,28.75
10958,Canada,1814,39.02
10959,Cape Verde,1814,33.8
10961,Central African Republic,1814,30.0
10962,Chad,1814,30.9
10964,Chile,1814,32.0
10965,China,1814,32.0
10968,Colombia,1814,32.0
10969,Comoros,1814,32.1
10970,"Congo, Dem. Rep.",1814,31.6
10971,"Congo, Rep.",1814,32.7
10973,Costa Rica,1814,30.21
10974,Cote d'Ivoire,1814,31.16
10975,Croatia,1814,36.1
10976,Cuba,1814,34.2
10977,Cyprus,1814,38.5
10978,Czech Republic,1814,34.95
10980,Denmark,1814,38.8
10981,Djibouti,1814,29.9
10983,Dominican Republic,1814,29.9
10985,Ecuador,1814,32.9
10986,Egypt,1814,33.0
10987,El Salvador,1814,28.7
10988,Equatorial Guinea,1814,29.8
10989,Eritrea,1814,30.2
10991,Estonia,1814,37.39
10992,Ethiopia,1814,29.7
10995,Fiji,1814,26.1
10996,Finland,1814,34.99
10997,France,1814,30.1
10998,French Guiana,1814,30.5
10999,French Polynesia,1814,25.6
11000,Gabon,1814,30.6
11001,Gambia,1814,28.8
11002,Georgia,1814,31.87
11003,Germany,1814,38.37
11004,Ghana,1814,28.0
11006,Greece,1814,36.6
11007,Greenland,1814,33.87
11008,Grenada,1814,31.4
11009,Guadeloupe,1814,27.66
11010,Guam,1814,27.5
11011,Guatemala,1814,25.8
11013,Guinea,1814,29.64
11014,Guinea-Bissau,1814,32.0
11015,Guyana,1814,31.12
11016,Haiti,1814,29.0
11018,Honduras,1814,33.9
11019,"Hong Kong, China",1814,34.9
11020,Hungary,1814,36.0
11021,Iceland,1814,37.17
11022,India,1814,25.44
11023,Indonesia,1814,30.0
11024,Iran,1814,25.6
11025,Iraq,1814,31.2
11026,Ireland,1814,38.3
11028,Israel,1814,32.0
11029,Italy,1814,29.69
11030,Jamaica,1814,34.2
11031,Japan,1814,36.41
11033,Jordan,1814,31.7
11034,Kazakhstan,1814,26.2
11035,Kenya,1814,25.5
11036,Kiribati,1814,24.9
11038,Kuwait,1814,26.0
11039,Kyrgyz Republic,1814,23.94
11040,Lao,1814,31.9
11041,Latvia,1814,33.0
11042,Lebanon,1814,29.7
11043,Lesotho,1814,32.8
11044,Liberia,1814,31.1
11045,Libya,1814,33.1
11047,Lithuania,1814,28.9
11048,Luxembourg,1814,36.9
11049,"Macao, China",1814,34.7
11050,"Macedonia, FYR",1814,36.1
11051,Madagascar,1814,30.5
11052,Malawi,1814,30.3
11053,Malaysia,1814,30.6
11054,Maldives,1814,32.65
11055,Mali,1814,26.41
11056,Malta,1814,28.7
11058,Martinique,1814,30.15
11059,Mauritania,1814,32.0
11060,Mauritius,1814,28.7
11061,Mayotte,1814,32.5
11062,Mexico,1814,26.9
11063,"Micronesia, Fed. Sts.",1814,26.7
11064,Moldova,1814,33.15
11066,Mongolia,1814,31.8
11067,Montenegro,1814,35.4
11069,Morocco,1814,33.1
11070,Mozambique,1814,30.28
11071,Myanmar,1814,30.8
11072,Namibia,1814,32.4
11074,Nepal,1814,32.8
11075,Netherlands,1814,39.86
11076,Netherlands Antilles,1814,34.41
11077,New Caledonia,1814,26.0
11078,New Zealand,1814,34.05
11080,Nicaragua,1814,25.4
11081,Niger,1814,30.8
11082,Nigeria,1814,30.4
11085,North Korea,1814,26.0
11089,Norway,1814,41.74
11090,Oman,1814,32.3
11091,Pakistan,1814,25.8
11093,Panama,1814,32.9
11094,Papua New Guinea,1814,31.5
11095,Paraguay,1814,35.5
11096,Peru,1814,35.7
11097,Philippines,1814,30.9
11099,Poland,1814,35.9
11100,Portugal,1814,35.6
11101,Puerto Rico,1814,30.43
11102,Qatar,1814,30.8
11103,Reunion,1814,33.0
11104,Romania,1814,35.7
11105,Russia,1814,29.57
11106,Rwanda,1814,31.8
11107,Samoa,1814,25.4
11109,Sao Tome and Principe,1814,31.0
11110,Saudi Arabia,1814,32.1
11111,Senegal,1814,25.2
11112,Serbia,1814,35.5
11115,Seychelles,1814,37.0
11116,Sierra Leone,1814,25.1
11117,Singapore,1814,29.1
11118,Slovak Republic,1814,36.4
11119,Slovenia,1814,36.6
11120,Solomon Islands,1814,25.1
11121,Somalia,1814,29.4
11123,South Africa,1814,33.5
11124,South Korea,1814,25.8
11126,South Sudan,1814,26.67
11128,Spain,1814,29.5
11129,Sri Lanka,1814,32.6
11134,St. Lucia,1814,28.01
11136,St. Vincent and the Grenadines,1814,25.99
11137,Sudan,1814,31.4
11138,Suriname,1814,32.9
11140,Swaziland,1814,32.3
11141,Sweden,1814,38.57
11142,Switzerland,1814,38.0
11143,Syria,1814,31.1
11144,Taiwan,1814,28.3
11145,Tajikistan,1814,24.24
11146,Tanzania,1814,32.2
11147,Thailand,1814,30.4
11148,Timor-Leste,1814,28.95
11149,Togo,1814,31.3
11151,Tonga,1814,28.2
11153,Trinidad and Tobago,1814,32.9
11154,Tunisia,1814,28.8
11155,Turkey,1814,35.0
11156,Turkmenistan,1814,24.0
11159,Uganda,1814,25.3
11160,Ukraine,1814,36.6
11161,United Arab Emirates,1814,30.7
11162,United Kingdom,1814,40.24
11164,United States,1814,39.41
11165,Uruguay,1814,32.9
11167,Uzbekistan,1814,26.93
11168,Vanuatu,1814,24.3
11169,Venezuela,1814,32.2
11170,Vietnam,1814,32.0
11171,Virgin Islands (U.S.),1814,33.4
11173,West Bank and Gaza,1814,32.1
11175,Western Sahara,1814,34.75
11176,Yemen,1814,23.39
11178,Zambia,1814,32.6
11179,Zimbabwe,1814,33.7
11701,Afghanistan,1815,28.06
11704,Albania,1815,35.4
11705,Algeria,1815,28.82
11708,Angola,1815,26.98
11710,Antigua and Barbuda,1815,33.54
11711,Argentina,1815,33.2
11712,Armenia,1815,34.0
11713,Aruba,1815,34.42
11714,Australia,1815,34.05
11715,Austria,1815,34.4
11716,Azerbaijan,1815,29.17
11717,Bahamas,1815,35.18
11718,Bahrain,1815,30.3
11719,Bangladesh,1815,25.5
11720,Barbados,1815,32.12
11721,Belarus,1815,36.2
11722,Belgium,1815,40.12
11723,Belize,1815,26.5
11724,Benin,1815,31.0
11726,Bhutan,1815,28.8
11727,Bolivia,1815,33.0
11728,Bosnia and Herzegovina,1815,35.1
11729,Botswana,1815,33.6
11730,Brazil,1815,32.0
11732,Brunei,1815,29.2
11733,Bulgaria,1815,36.46
11734,Burkina Faso,1815,29.2
11735,Burundi,1815,31.5
11736,Cambodia,1815,35.0
11737,Cameroon,1815,28.75
11738,Canada,1815,39.02
11739,Cape Verde,1815,33.8
11741,Central African Republic,1815,30.0
11742,Chad,1815,30.9
11744,Chile,1815,32.0
11745,China,1815,32.0
11748,Colombia,1815,32.0
11749,Comoros,1815,32.1
11750,"Congo, Dem. Rep.",1815,31.6
11751,"Congo, Rep.",1815,32.7
11753,Costa Rica,1815,30.21
11754,Cote d'Ivoire,1815,31.16
11755,Croatia,1815,36.1
11756,Cuba,1815,34.3
11757,Cyprus,1815,38.5
11758,Czech Republic,1815,34.95
11760,Denmark,1815,42.67
11761,Djibouti,1815,29.9
11763,Dominican Republic,1815,29.9
11765,Ecuador,1815,32.9
11766,Egypt,1815,33.0
11767,El Salvador,1815,28.7
11768,Equatorial Guinea,1815,29.8
11769,Eritrea,1815,30.2
11771,Estonia,1815,38.02
11772,Ethiopia,1815,29.7
11775,Fiji,1815,26.1
11776,Finland,1815,35.72
11777,France,1815,36.5
11778,French Guiana,1815,30.5
11779,French Polynesia,1815,25.6
11780,Gabon,1815,30.6
11781,Gambia,1815,28.8
11782,Georgia,1815,31.87
11783,Germany,1815,38.37
11784,Ghana,1815,28.0
11786,Greece,1815,36.6
11787,Greenland,1815,33.87
11788,Grenada,1815,31.4
11789,Guadeloupe,1815,27.66
11790,Guam,1815,27.5
11791,Guatemala,1815,25.8
11793,Guinea,1815,29.66
11794,Guinea-Bissau,1815,32.0
11795,Guyana,1815,31.12
11796,Haiti,1815,29.0
11798,Honduras,1815,33.9
11799,"Hong Kong, China",1815,34.9
11800,Hungary,1815,36.0
11801,Iceland,1815,45.15
11802,India,1815,25.44
11803,Indonesia,1815,30.0
11804,Iran,1815,25.6
11805,Iraq,1815,31.2
11806,Ireland,1815,38.3
11808,Israel,1815,32.0
11809,Italy,1815,29.69
11810,Jamaica,1815,34.2
11811,Japan,1815,36.41
11813,Jordan,1815,31.7
11814,Kazakhstan,1815,26.2
11815,Kenya,1815,25.5
11816,Kiribati,1815,24.9
11818,Kuwait,1815,26.0
11819,Kyrgyz Republic,1815,23.94
11820,Lao,1815,31.9
11821,Latvia,1815,33.0
11822,Lebanon,1815,29.7
11823,Lesotho,1815,32.8
11824,Liberia,1815,31.1
11825,Libya,1815,33.1
11827,Lithuania,1815,28.9
11828,Luxembourg,1815,36.9
11829,"Macao, China",1815,34.7
11830,"Macedonia, FYR",1815,36.1
11831,Madagascar,1815,30.5
11832,Malawi,1815,30.3
11833,Malaysia,1815,30.6
11834,Maldives,1815,32.65
11835,Mali,1815,26.41
11836,Malta,1815,28.7
11838,Martinique,1815,30.15
11839,Mauritania,1815,32.0
11840,Mauritius,1815,28.7
11841,Mayotte,1815,32.5
11842,Mexico,1815,26.9
11843,"Micronesia, Fed. Sts.",1815,26.7
11844,Moldova,1815,33.15
11846,Mongolia,1815,31.8
11847,Montenegro,1815,35.4
11849,Morocco,1815,33.1
11850,Mozambique,1815,30.28
11851,Myanmar,1815,30.8
11852,Namibia,1815,32.4
11854,Nepal,1815,32.8
11855,Netherlands,1815,39.86
11856,Netherlands Antilles,1815,34.41
11857,New Caledonia,1815,26.0
11858,New Zealand,1815,34.05
11860,Nicaragua,1815,25.4
11861,Niger,1815,30.8
11862,Nigeria,1815,30.4
11865,North Korea,1815,26.0
11869,Norway,1815,45.58
11870,Oman,1815,32.3
11871,Pakistan,1815,25.8
11873,Panama,1815,32.9
11874,Papua New Guinea,1815,31.5
11875,Paraguay,1815,35.5
11876,Peru,1815,35.7
11877,Philippines,1815,30.9
11879,Poland,1815,35.9
11880,Portugal,1815,35.6
11881,Puerto Rico,1815,30.43
11882,Qatar,1815,30.8
11883,Reunion,1815,33.0
11884,Romania,1815,35.7
11885,Russia,1815,29.57
11886,Rwanda,1815,31.8
11887,Samoa,1815,25.4
11889,Sao Tome and Principe,1815,31.0
11890,Saudi Arabia,1815,32.1
11891,Senegal,1815,25.2
11892,Serbia,1815,35.5
11895,Seychelles,1815,37.0
11896,Sierra Leone,1815,25.1
11897,Singapore,1815,29.1
11898,Slovak Republic,1815,36.4
11899,Slovenia,1815,36.6
11900,Solomon Islands,1815,25.1
11901,Somalia,1815,29.4
11903,South Africa,1815,33.5
11904,South Korea,1815,25.8
11906,South Sudan,1815,26.67
11908,Spain,1815,29.5
11909,Sri Lanka,1815,32.6
11914,St. Lucia,1815,28.01
11916,St. Vincent and the Grenadines,1815,25.99
11917,Sudan,1815,31.4
11918,Suriname,1815,32.9
11920,Swaziland,1815,32.3
11921,Sweden,1815,40.42
11922,Switzerland,1815,38.0
11923,Syria,1815,31.1
11924,Taiwan,1815,28.3
11925,Tajikistan,1815,24.24
11926,Tanzania,1815,32.2
11927,Thailand,1815,30.4
11928,Timor-Leste,1815,28.95
11929,Togo,1815,31.3
11931,Tonga,1815,28.2
11933,Trinidad and Tobago,1815,32.9
11934,Tunisia,1815,28.8
11935,Turkey,1815,35.0
11936,Turkmenistan,1815,24.0
11939,Uganda,1815,25.3
11940,Ukraine,1815,36.6
11941,United Arab Emirates,1815,30.7
11942,United Kingdom,1815,41.13
11944,United States,1815,39.41
11945,Uruguay,1815,32.9
11947,Uzbekistan,1815,26.93
11948,Vanuatu,1815,24.3
11949,Venezuela,1815,32.2
11950,Vietnam,1815,32.0
11951,Virgin Islands (U.S.),1815,33.4
11953,West Bank and Gaza,1815,32.1
11955,Western Sahara,1815,34.75
11956,Yemen,1815,23.39
11958,Zambia,1815,32.6
11959,Zimbabwe,1815,33.7
12481,Afghanistan,1816,28.05
12484,Albania,1816,35.4
12485,Algeria,1816,28.82
12488,Angola,1816,26.98
12490,Antigua and Barbuda,1816,33.54
12491,Argentina,1816,33.2
12492,Armenia,1816,34.0
12493,Aruba,1816,34.42
12494,Australia,1816,34.05
12495,Austria,1816,34.4
12496,Azerbaijan,1816,29.17
12497,Bahamas,1816,35.18
12498,Bahrain,1816,30.3
12499,Bangladesh,1816,25.5
12500,Barbados,1816,32.12
12501,Belarus,1816,36.2
12502,Belgium,1816,40.13
12503,Belize,1816,26.5
12504,Benin,1816,31.0
12506,Bhutan,1816,28.8
12507,Bolivia,1816,33.0
12508,Bosnia and Herzegovina,1816,35.1
12509,Botswana,1816,33.6
12510,Brazil,1816,32.0
12512,Brunei,1816,29.2
12513,Bulgaria,1816,36.5
12514,Burkina Faso,1816,29.2
12515,Burundi,1816,31.5
12516,Cambodia,1816,35.0
12517,Cameroon,1816,28.75
12518,Canada,1816,39.02
12519,Cape Verde,1816,33.8
12521,Central African Republic,1816,30.0
12522,Chad,1816,30.9
12524,Chile,1816,32.0
12525,China,1816,32.0
12528,Colombia,1816,32.0
12529,Comoros,1816,32.1
12530,"Congo, Dem. Rep.",1816,31.6
12531,"Congo, Rep.",1816,32.7
12533,Costa Rica,1816,30.21
12534,Cote d'Ivoire,1816,31.16
12535,Croatia,1816,36.1
12536,Cuba,1816,34.4
12537,Cyprus,1816,38.5
12538,Czech Republic,1816,34.95
12540,Denmark,1816,44.08
12541,Djibouti,1816,29.9
12543,Dominican Republic,1816,29.9
12545,Ecuador,1816,32.9
12546,Egypt,1816,33.0
12547,El Salvador,1816,28.7
12548,Equatorial Guinea,1816,29.8
12549,Eritrea,1816,30.2
12551,Estonia,1816,39.1
12552,Ethiopia,1816,29.7
12555,Fiji,1816,26.1
12556,Finland,1816,38.69
12557,France,1816,40.04
12558,French Guiana,1816,30.5
12559,French Polynesia,1816,25.6
12560,Gabon,1816,30.6
12561,Gambia,1816,28.8
12562,Georgia,1816,31.87
12563,Germany,1816,38.37
12564,Ghana,1816,28.0
12566,Greece,1816,36.6
12567,Greenland,1816,33.87
12568,Grenada,1816,31.4
12569,Guadeloupe,1816,27.66
12570,Guam,1816,27.5
12571,Guatemala,1816,25.8
12573,Guinea,1816,29.67
12574,Guinea-Bissau,1816,32.0
12575,Guyana,1816,31.12
12576,Haiti,1816,29.0
12578,Honduras,1816,33.9
12579,"Hong Kong, China",1816,34.9
12580,Hungary,1816,36.0
12581,Iceland,1816,31.12
12582,India,1816,25.44
12583,Indonesia,1816,30.0
12584,Iran,1816,25.6
12585,Iraq,1816,31.2
12586,Ireland,1816,38.3
12588,Israel,1816,32.0
12589,Italy,1816,29.69
12590,Jamaica,1816,34.2
12591,Japan,1816,36.41
12593,Jordan,1816,31.7
12594,Kazakhstan,1816,26.2
12595,Kenya,1816,25.5
12596,Kiribati,1816,24.9
12598,Kuwait,1816,26.0
12599,Kyrgyz Republic,1816,23.94
12600,Lao,1816,31.9
12601,Latvia,1816,33.0
12602,Lebanon,1816,29.7
12603,Lesotho,1816,32.8
12604,Liberia,1816,31.1
12605,Libya,1816,33.1
12607,Lithuania,1816,28.9
12608,Luxembourg,1816,36.9
12609,"Macao, China",1816,34.7
12610,"Macedonia, FYR",1816,36.1
12611,Madagascar,1816,30.5
12612,Malawi,1816,30.3
12613,Malaysia,1816,30.6
12614,Maldives,1816,32.65
12615,Mali,1816,26.41
12616,Malta,1816,28.7
12618,Martinique,1816,30.15
12619,Mauritania,1816,32.0
12620,Mauritius,1816,28.7
12621,Mayotte,1816,32.5
12622,Mexico,1816,26.9
12623,"Micronesia, Fed. Sts.",1816,26.7
12624,Moldova,1816,33.15
12626,Mongolia,1816,31.8
12627,Montenegro,1816,35.4
12629,Morocco,1816,33.1
12630,Mozambique,1816,30.28
12631,Myanmar,1816,30.8
12632,Namibia,1816,32.4
12634,Nepal,1816,32.8
12635,Netherlands,1816,39.86
12636,Netherlands Antilles,1816,34.41
12637,New Caledonia,1816,26.0
12638,New Zealand,1816,34.05
12640,Nicaragua,1816,25.4
12641,Niger,1816,30.8
12642,Nigeria,1816,30.4
12645,North Korea,1816,26.0
12649,Norway,1816,46.33
12650,Oman,1816,32.3
12651,Pakistan,1816,25.8
12653,Panama,1816,32.9
12654,Papua New Guinea,1816,31.5
12655,Paraguay,1816,35.5
12656,Peru,1816,35.7
12657,Philippines,1816,30.9
12659,Poland,1816,35.9
12660,Portugal,1816,35.6
12661,Puerto Rico,1816,30.43
12662,Qatar,1816,30.8
12663,Reunion,1816,33.0
12664,Romania,1816,35.7
12665,Russia,1816,29.57
12666,Rwanda,1816,31.8
12667,Samoa,1816,25.4
12669,Sao Tome and Principe,1816,31.0
12670,Saudi Arabia,1816,32.1
12671,Senegal,1816,25.2
12672,Serbia,1816,35.5
12675,Seychelles,1816,37.0
12676,Sierra Leone,1816,25.1
12677,Singapore,1816,29.1
12678,Slovak Republic,1816,36.4
12679,Slovenia,1816,36.6
12680,Solomon Islands,1816,25.1
12681,Somalia,1816,29.4
12683,South Africa,1816,33.5
12684,South Korea,1816,25.8
12686,South Sudan,1816,26.67
12688,Spain,1816,29.5
12689,Sri Lanka,1816,32.6
12694,St. Lucia,1816,28.01
12696,St. Vincent and the Grenadines,1816,25.99
12697,Sudan,1816,31.4
12698,Suriname,1816,32.9
12700,Swaziland,1816,32.3
12701,Sweden,1816,41.74
12702,Switzerland,1816,38.0
12703,Syria,1816,31.1
12704,Taiwan,1816,28.3
12705,Tajikistan,1816,24.24
12706,Tanzania,1816,32.2
12707,Thailand,1816,30.4
12708,Timor-Leste,1816,28.95
12709,Togo,1816,31.3
12711,Tonga,1816,28.2
12713,Trinidad and Tobago,1816,32.9
12714,Tunisia,1816,28.8
12715,Turkey,1816,35.0
12716,Turkmenistan,1816,24.0
12719,Uganda,1816,25.3
12720,Ukraine,1816,36.6
12721,United Arab Emirates,1816,30.7
12722,United Kingdom,1816,39.94
12724,United States,1816,39.41
12725,Uruguay,1816,32.9
12727,Uzbekistan,1816,26.93
12728,Vanuatu,1816,24.3
12729,Venezuela,1816,32.2
12730,Vietnam,1816,32.0
12731,Virgin Islands (U.S.),1816,33.4
12733,West Bank and Gaza,1816,32.1
12735,Western Sahara,1816,34.75
12736,Yemen,1816,23.39
12738,Zambia,1816,32.6
12739,Zimbabwe,1816,33.7
13261,Afghanistan,1817,28.04
13264,Albania,1817,35.4
13265,Algeria,1817,28.82
13268,Angola,1817,26.98
13270,Antigua and Barbuda,1817,33.54
13271,Argentina,1817,33.2
13272,Armenia,1817,34.0
13273,Aruba,1817,34.42
13274,Australia,1817,34.05
13275,Austria,1817,34.4
13276,Azerbaijan,1817,29.17
13277,Bahamas,1817,35.18
13278,Bahrain,1817,30.3
13279,Bangladesh,1817,25.5
13280,Barbados,1817,32.12
13281,Belarus,1817,36.2
13282,Belgium,1817,40.14
13283,Belize,1817,26.5
13284,Benin,1817,31.0
13286,Bhutan,1817,28.8
13287,Bolivia,1817,33.0
13288,Bosnia and Herzegovina,1817,35.1
13289,Botswana,1817,33.6
13290,Brazil,1817,32.0
13292,Brunei,1817,29.2
13293,Bulgaria,1817,36.55
13294,Burkina Faso,1817,29.2
13295,Burundi,1817,31.5
13296,Cambodia,1817,35.0
13297,Cameroon,1817,28.75
13298,Canada,1817,39.03
13299,Cape Verde,1817,33.8
13301,Central African Republic,1817,30.0
13302,Chad,1817,30.9
13304,Chile,1817,32.0
13305,China,1817,32.0
13308,Colombia,1817,32.0
13309,Comoros,1817,32.1
13310,"Congo, Dem. Rep.",1817,31.6
13311,"Congo, Rep.",1817,32.7
13313,Costa Rica,1817,30.21
13314,Cote d'Ivoire,1817,31.16
13315,Croatia,1817,36.1
13316,Cuba,1817,34.5
13317,Cyprus,1817,38.5
13318,Czech Republic,1817,34.95
13320,Denmark,1817,46.48
13321,Djibouti,1817,29.9
13323,Dominican Republic,1817,29.9
13325,Ecuador,1817,32.9
13326,Egypt,1817,33.0
13327,El Salvador,1817,28.7
13328,Equatorial Guinea,1817,29.8
13329,Eritrea,1817,30.2
13331,Estonia,1817,40.17
13332,Ethiopia,1817,29.7
13335,Fiji,1817,26.1
13336,Finland,1817,38.09
13337,France,1817,39.18
13338,French Guiana,1817,30.5
13339,French Polynesia,1817,25.6
13340,Gabon,1817,30.6
13341,Gambia,1817,28.8
13342,Georgia,1817,31.87
13343,Germany,1817,38.37
13344,Ghana,1817,28.0
13346,Greece,1817,36.6
13347,Greenland,1817,33.87
13348,Grenada,1817,31.4
13349,Guadeloupe,1817,27.66
13350,Guam,1817,27.5
13351,Guatemala,1817,25.8
13353,Guinea,1817,29.68
13354,Guinea-Bissau,1817,32.0
13355,Guyana,1817,31.12
13356,Haiti,1817,29.0
13358,Honduras,1817,33.9
13359,"Hong Kong, China",1817,34.9
13360,Hungary,1817,36.0
13361,Iceland,1817,45.65
13362,India,1817,25.44
13363,Indonesia,1817,30.0
13364,Iran,1817,25.6
13365,Iraq,1817,31.2
13366,Ireland,1817,38.3
13368,Israel,1817,32.0
13369,Italy,1817,29.69
13370,Jamaica,1817,34.2
13371,Japan,1817,36.41
13373,Jordan,1817,31.7
13374,Kazakhstan,1817,26.2
13375,Kenya,1817,25.5
13376,Kiribati,1817,24.9
13378,Kuwait,1817,26.0
13379,Kyrgyz Republic,1817,23.94
13380,Lao,1817,31.9
13381,Latvia,1817,33.0
13382,Lebanon,1817,29.7
13383,Lesotho,1817,32.8
13384,Liberia,1817,31.1
13385,Libya,1817,33.1
13387,Lithuania,1817,28.9
13388,Luxembourg,1817,36.9
13389,"Macao, China",1817,34.7
13390,"Macedonia, FYR",1817,36.1
13391,Madagascar,1817,30.5
13392,Malawi,1817,30.3
13393,Malaysia,1817,30.6
13394,Maldives,1817,32.65
13395,Mali,1817,26.41
13396,Malta,1817,28.7
13398,Martinique,1817,30.15
13399,Mauritania,1817,32.0
13400,Mauritius,1817,28.7
13401,Mayotte,1817,32.5
13402,Mexico,1817,26.9
13403,"Micronesia, Fed. Sts.",1817,26.7
13404,Moldova,1817,33.15
13406,Mongolia,1817,31.8
13407,Montenegro,1817,35.4
13409,Morocco,1817,33.1
13410,Mozambique,1817,30.28
13411,Myanmar,1817,30.8
13412,Namibia,1817,32.4
13414,Nepal,1817,32.8
13415,Netherlands,1817,39.86
13416,Netherlands Antilles,1817,34.41
13417,New Caledonia,1817,26.0
13418,New Zealand,1817,34.05
13420,Nicaragua,1817,25.4
13421,Niger,1817,30.8
13422,Nigeria,1817,30.4
13425,North Korea,1817,26.0
13429,Norway,1817,48.87
13430,Oman,1817,32.3
13431,Pakistan,1817,25.8
13433,Panama,1817,32.9
13434,Papua New Guinea,1817,31.5
13435,Paraguay,1817,35.5
13436,Peru,1817,35.7
13437,Philippines,1817,30.9
13439,Poland,1817,35.9
13440,Portugal,1817,35.6
13441,Puerto Rico,1817,30.43
13442,Qatar,1817,30.8
13443,Reunion,1817,33.0
13444,Romania,1817,35.7
13445,Russia,1817,29.57
13446,Rwanda,1817,31.8
13447,Samoa,1817,25.4
13449,Sao Tome and Principe,1817,31.0
13450,Saudi Arabia,1817,32.1
13451,Senegal,1817,25.2
13452,Serbia,1817,35.5
13455,Seychelles,1817,37.0
13456,Sierra Leone,1817,25.1
13457,Singapore,1817,29.1
13458,Slovak Republic,1817,36.4
13459,Slovenia,1817,36.6
13460,Solomon Islands,1817,25.1
13461,Somalia,1817,29.4
13463,South Africa,1817,33.5
13464,South Korea,1817,25.8
13466,South Sudan,1817,26.67
13468,Spain,1817,29.5
13469,Sri Lanka,1817,32.6
13474,St. Lucia,1817,28.01
13476,St. Vincent and the Grenadines,1817,25.99
13477,Sudan,1817,31.4
13478,Suriname,1817,32.9
13480,Swaziland,1817,32.3
13481,Sweden,1817,40.29
13482,Switzerland,1817,38.0
13483,Syria,1817,31.1
13484,Taiwan,1817,28.3
13485,Tajikistan,1817,24.24
13486,Tanzania,1817,32.2
13487,Thailand,1817,30.4
13488,Timor-Leste,1817,28.95
13489,Togo,1817,31.3
13491,Tonga,1817,28.2
13493,Trinidad and Tobago,1817,32.9
13494,Tunisia,1817,28.8
13495,Turkey,1817,35.0
13496,Turkmenistan,1817,24.0
13499,Uganda,1817,25.3
13500,Ukraine,1817,36.6
13501,United Arab Emirates,1817,30.7
13502,United Kingdom,1817,41.04
13504,United States,1817,39.41
13505,Uruguay,1817,32.9
13507,Uzbekistan,1817,26.93
13508,Vanuatu,1817,24.3
13509,Venezuela,1817,32.2
13510,Vietnam,1817,32.0
13511,Virgin Islands (U.S.),1817,33.4
13513,West Bank and Gaza,1817,32.1
13515,Western Sahara,1817,34.75
13516,Yemen,1817,23.39
13518,Zambia,1817,32.6
13519,Zimbabwe,1817,33.7
14041,Afghanistan,1818,28.03
14044,Albania,1818,35.4
14045,Algeria,1818,28.82
14048,Angola,1818,26.98
14050,Antigua and Barbuda,1818,33.54
14051,Argentina,1818,33.2
14052,Armenia,1818,34.0
14053,Aruba,1818,34.42
14054,Australia,1818,34.05
14055,Austria,1818,34.4
